number,description,createdAt,updatedAt
510,"Stealthily, it sneaks up on its target, striking from
behind before its victim has a chance to react.","2018-07-18 04:10:23","2018-07-18 04:10:23"
511,"It’s good at finding berries and gathers them from
all over. It’s kind enough to share them
with friends.","2018-07-18 03:51:23","2018-07-18 03:51:23"
512,"Ill tempered, it fights by swinging its barbed tail
around wildly. The leaf growing on its head is
very bitter.","2018-07-18 02:57:31","2018-07-18 02:57:31"
513,"This Pokémon lives in caves in volcanoes.
The fire within the tuft on its head can reach
600 degrees Fahrenheit.","2018-07-18 03:50:59","2018-07-18 03:50:59"
514,"When it gets excited, embers rise from its head
and tail and it gets hot. For some reason, it
loves sweets.","2018-07-18 03:27:49","2018-07-18 03:27:49"
515,"The water stored inside the tuft on its head is full of
nutrients. Plants that receive its water grow large.","2018-07-18 04:10:16","2018-07-18 04:10:16"
516,"It prefers places with clean water. When its tuft runs
low, it replenishes it by siphoning up water with
its tail.","2018-07-18 04:11:40","2018-07-18 04:11:40"
517,"It eats the dreams of people and Pokémon. When it
eats a pleasant dream, it expels pink-colored mist.","2018-07-18 02:57:48","2018-07-18 02:57:48"
518,"The dream mist coming from its forehead changes
into many different colors depending on the dream
that was eaten.","2018-07-18 03:14:50","2018-07-18 03:14:50"
519,"These Pokémon live in cities. They are accustomed
to people. Flocks often gather in parks and plazas.","2018-07-18 03:02:02","2018-07-18 03:02:02"
520,"No matter where in the world it goes, it knows
where its nest is, so it never gets separated from
its Trainer.","2018-07-18 03:51:34","2018-07-18 03:51:34"
521,"Males have plumage on their heads. They will never
let themselves feel close to anyone other than
their Trainers.","2018-07-18 03:27:37","2018-07-18 03:27:37"
522,"Its mane shines when it discharges electricity.
They use the frequency and rhythm of these flashes
to communicate.","2018-07-18 03:02:45","2018-07-18 03:02:45"
523,"They have lightning-like movements.
When Zebstrika run at full speed, the sound of
thunder reverberates.","2018-07-18 04:11:41","2018-07-18 04:11:41"
524,"The hexagonal cavity is its ear. It walks in the
direction of sounds it hears, but if the sounds
cease, it panics and topples over.","2018-07-18 03:02:01","2018-07-18 03:02:01"
525,"It explores caves in search of underground
water. It’s not comfortable around water, so
this Pokémon takes great care in lapping it up.","2018-07-18 02:57:54","2018-07-18 02:57:54"
526,"Known for its hefty horsepower, this Pokémon
is a popular partner for construction workers.","2018-07-18 02:57:51","2018-07-18 02:57:51"
527,"The heart-shaped mark left on a body after a
Woobat has been attached to it is said to bring
good fortune.","2018-07-18 02:57:33","2018-07-18 02:57:33"
528,"Anyone who comes into contact with the ultrasonic
waves emitted by a courting male experiences a
positive mood shift.","2018-07-18 04:11:46","2018-07-18 04:11:46"
529,"By spinning its body, it can dig straight through the
ground at a speed of 30 mph.","2018-07-18 03:50:38","2018-07-18 03:50:38"
530,"More than 300 feet below the surface, they build
mazelike nests. Their activity can be destructive to
subway tunnels.","2018-07-18 03:50:12","2018-07-18 03:50:12"
531,"It touches others with the feelers on its ears, using
the sound of their heartbeats to tell how they
are feeling.","2018-07-18 02:58:19","2018-07-18 02:58:19"
532,"Always carrying squared logs, they help out with
construction. As they grow, they carry bigger logs.","2018-07-18 03:27:56","2018-07-18 03:27:56"
533,"This Pokémon is so muscular and strongly built that
even a group of wrestlers could not make it budge
an inch.","2018-07-18 04:11:40","2018-07-18 04:11:40"
534,"Rather than rely on force, they master moves that
utilize the centrifugal force of spinning concrete.","2018-07-18 03:27:37","2018-07-18 03:27:37"
535,"By vibrating its cheeks, it emits sound waves
imperceptible to humans. It uses the rhythm of
these sounds to talk.","2018-07-18 03:15:54","2018-07-18 03:15:54"
536,"It lives in the water and on land. It uses its long,
sticky tongue to immobilize its opponents.","2018-07-18 02:58:09","2018-07-18 02:58:09"
537,"They shoot paralyzing liquid from their head bumps.
They use vibration to hurt their opponents.","2018-07-18 04:11:44","2018-07-18 04:11:44"
538,"When it encounters a foe bigger than itself, it wants
to throw it. It changes belts as it gets stronger.","2018-07-18 04:10:34","2018-07-18 04:10:34"
539,"Tying their belts gets them pumped and makes their
punches more destructive. Disturbing their training
angers them.","2018-07-18 04:11:47","2018-07-18 04:11:47"
540,"Since this Pokémon makes its own clothes out of
leaves, it is a popular mascot for fashion designers.","2018-07-18 03:51:06","2018-07-18 03:51:06"
541,"It protects itself from the cold by wrapping up in
leaves. It stays on the move, eating leaves
in forests.","2018-07-18 03:49:50","2018-07-18 03:49:50"
542,"It keeps its eggs warm with heat from fermenting
leaves. It also uses leaves to make warm wrappings
for Sewaddle.","2018-07-18 03:27:32","2018-07-18 03:27:32"
543,"Its bite injects a potent poison, enough to paralyze
large bird Pokémon that try to prey on it.","2018-07-18 03:16:24","2018-07-18 03:16:24"
544,"It is usually motionless, but when attacked,
it rotates at high speed and then crashes into
its opponent.","2018-07-18 03:15:41","2018-07-18 03:15:41"
545,"With quick movements, it chases down its foes,
attacking relentlessly with its horns until it prevails.","2018-07-18 04:10:34","2018-07-18 04:10:34"
546,"Pillows and beds stuffed with cotton exhaled
by Cottonee are soft and puffy, light and airy—
altogether top quality.","2018-07-18 02:57:34","2018-07-18 02:57:34"
547,"This Pokémon appears, riding upon the wind.
But if the wind gusts up, it’ll blow the cotton on
this Pokémon’s head clean off.","2018-07-18 04:11:45","2018-07-18 04:11:45"
548,"By pruning the leaves on its head with
regularity, this Pokémon can be grown into a
fine plump shape.","2018-07-18 04:10:15","2018-07-18 04:10:15"
549,"As soon as it finds a male to be its partner,
the beautiful flower on its head darkens,
droops, and withers away.","2018-07-18 03:15:35","2018-07-18 03:15:35"
550,"Red and blue Basculin usually do not get along,
but sometimes members of one school mingle with
the other’s school.","2018-07-18 03:16:17","2018-07-18 03:16:17"
551,"It conceals itself in the sand and chomps down
on the legs of any prey that unwarily walk over
it. Its favorite food is Trapinch.","2018-07-18 03:49:23","2018-07-18 03:49:23"
552,"Thanks to the special membrane covering its
eyes, it can see its surroundings clearly, even in
the middle of the night.","2018-07-18 03:27:50","2018-07-18 03:27:50"
553,"After clamping down with its powerful jaws,
it twists its body around to rip its prey in half.","2018-07-18 03:51:00","2018-07-18 03:51:00"
554,"When it sleeps, it pulls its limbs into its
body and its internal fire goes down to
1,100 degrees Fahrenheit.","2018-07-18 03:02:49","2018-07-18 03:02:49"
555,"Its internal fire burns at 2,500 degrees Fahrenheit,
making enough power that it can destroy a dump
truck with one punch.","2018-07-18 04:10:24","2018-07-18 04:10:24"
556,"Arid regions are their habitat. They move
rhythmically, making a sound similar to maracas.","2018-07-18 03:49:33","2018-07-18 03:49:33"
557,"When it finds a stone of a suitable size, it secretes
a liquid from its mouth to open up a hole to
crawl into.","2018-07-18 04:10:29","2018-07-18 04:10:29"
558,"Competing for territory, Crustle fight viciously.
The one whose boulder is broken is the loser of
the battle.","2018-07-18 03:16:08","2018-07-18 03:16:08"
559,"Proud of its sturdy skull, it suddenly headbutts
everything, but its weight makes it unstable, too.","2018-07-18 04:11:44","2018-07-18 04:11:44"
560,"It can smash concrete blocks with its kicking
attacks. The one with the biggest crest is the
group leader.","2018-07-18 04:10:31","2018-07-18 04:10:31"
561,"The guardians of an ancient city, they always fly
the same route while keeping watch for invaders.","2018-07-18 04:11:42","2018-07-18 04:11:42"
562,"Each of them carries a mask that used to be its face
when it was human. Sometimes they look at it
and cry.","2018-07-18 04:10:33","2018-07-18 04:10:33"
563,"Grave robbers who mistake them for real coffins and
get too close end up trapped inside their bodies.","2018-07-18 02:58:20","2018-07-18 02:58:20"
564,"Reputed to be the ancestor of most turtle
Pokémon, it lived in warm seas approximately
a hundred million years ago.","2018-07-18 04:11:43","2018-07-18 04:11:43"
565,"Active both on land and in the sea, this
Pokémon drags its land-based prey into the
water to finish it off.","2018-07-18 03:50:41","2018-07-18 03:50:41"
566,"To all appearances flightless, it was able to
glide down from tall treetops to snag its prey.","2018-07-18 02:58:25","2018-07-18 02:58:25"
567,"They hunted in flocks. When one Archeops had
the prey cornered, another would swoop on it.","2018-07-18 03:50:16","2018-07-18 03:50:16"
568,"It gorges on trash until its stomach is full. Then
it belches toxic gas. An unlucky whiff of gas will
put a person in the hospital.","2018-07-18 04:10:35","2018-07-18 04:10:35"
569,"For a time, their numbers increased explosively
in Alola. Since the arrival of Grimer, their
population has decreased dramatically.","2018-07-18 03:27:55","2018-07-18 03:27:55"
570,"To protect themselves from danger, they hide their
true identities by transforming into people
and Pokémon.","2018-07-18 03:27:07","2018-07-18 03:27:07"
571,"Bonds between these Pokémon are very strong.
It protects the safety of its pack by tricking
its opponents.","2018-07-18 03:27:30","2018-07-18 03:27:30"
572,"These Pokémon prefer a tidy habitat. They are
always sweeping and dusting, using their tails
as brooms.","2018-07-18 03:50:18","2018-07-18 03:50:18"
573,"Cinccino’s body is coated in a special oil that helps
it deflect attacks, such as punches.","2018-07-18 02:58:27","2018-07-18 02:58:27"
574,"They intently observe both Trainers and Pokémon.
Apparently, they are looking at something that only
Gothita can see.","2018-07-18 04:11:27","2018-07-18 04:11:27"
575,"According to many old tales, it creates friends for
itself by controlling sleeping children on
starry nights.","2018-07-18 03:49:35","2018-07-18 03:49:35"
576,"They can predict the future from the placement and
movement of the stars. They can see Trainers’
life spans.","2018-07-18 02:57:37","2018-07-18 02:57:37"
577,"They drive away attackers by unleashing psychic
power. They can use telepathy to talk with others.","2018-07-18 02:57:35","2018-07-18 02:57:35"
578,"When their two divided brains think the same
thoughts, their psychic power is maximized.","2018-07-18 02:57:35","2018-07-18 02:57:35"
579,"When Reuniclus shake hands, a network forms
between their brains, increasing their
psychic power.","2018-07-18 03:49:21","2018-07-18 03:49:21"
580,"They are better at swimming than flying, and they
happily eat their favorite food, peat moss, as they
dive underwater.","2018-07-18 03:51:01","2018-07-18 03:51:01"
581,"Swanna start to dance at dusk. The one dancing in
the middle is the leader of the flock.","2018-07-18 04:11:33","2018-07-18 04:11:33"
582,"It feels pleasantly cool when embraced. This
Pokémon is treasured by households in
warm regions.","2018-07-18 03:49:50","2018-07-18 03:49:50"
583,"This Pokémon has existed since the Ice Age. It
controls particles of ice, freezes its opponents,
and then shatters them with a headbutt.","2018-07-18 03:14:05","2018-07-18 03:14:05"
584,"Even if it loses one of its heads, it can live
relatively problem-free. It makes snow clouds
inside its body.","2018-07-18 03:16:23","2018-07-18 03:16:23"
585,"The turning of the seasons changes the color and
scent of this Pokémon’s fur. People use it to mark
the seasons.","2018-07-18 03:14:56","2018-07-18 03:14:56"
586,"They migrate according to the seasons, so some
people call Sawsbuck the harbingers of spring.","2018-07-18 02:57:36","2018-07-18 02:57:36"
587,"It grills berries and bug Pokémon with electric
shocks and makes a meal of them. It usually
nests in the holes gouged in trees by Pikipek.","2018-07-18 04:11:27","2018-07-18 04:11:27"
588,"For some reason they evolve when they receive
electrical energy while they are attacking Shelmet.","2018-07-18 03:50:37","2018-07-18 03:50:37"
589,"These Pokémon evolve by wearing the shell
covering of a Shelmet. The steel armor protects
their whole body.","2018-07-18 03:15:45","2018-07-18 03:15:45"
590,"It lures Pokémon with its pattern that looks just like
a Poké Ball, then releases poison spores.","2018-07-18 02:58:23","2018-07-18 02:58:23"
591,"It lures prey close by dancing and waving its
arm caps, which resemble Poké Balls, in a
swaying motion.","2018-07-18 03:16:09","2018-07-18 03:16:09"
592,"If its veil-like arms stun and wrap a foe, that foe will
be dragged miles below the surface, never
to return.","2018-07-18 02:58:18","2018-07-18 02:58:18"
593,"The fate of the ships and crew that wander into
Jellicent’s habitat: all sunken, all lost, all vanished.","2018-07-18 02:58:10","2018-07-18 02:58:10"
594,"They float upon the open sea. Many water
Pokémon gather in the area around Alomomola.","2018-07-18 03:27:58","2018-07-18 03:27:58"
595,"They attach themselves to large-bodied Pokémon
and absorb static electricity, which they store in an
electric pouch.","2018-07-18 03:15:37","2018-07-18 03:15:37"
596,"When attacked, they create an electric barrier by
spitting out many electrically charged threads.","2018-07-18 04:11:55","2018-07-18 04:11:55"
597,"It absorbs the iron it finds in the rock while clinging
to the ceiling. It shoots spikes when in danger.","2018-07-18 02:58:21","2018-07-18 02:58:21"
598,"They attach themselves to cave ceilings, firing steel
spikes at targets passing beneath them.","2018-07-18 02:58:12","2018-07-18 02:58:12"
599,"The two minigears that mesh together are
predetermined. Each will rebound from other
minigears without meshing.","2018-07-18 02:58:26","2018-07-18 02:58:26"
600,"A minigear and big gear comprise its body. If the
minigear it launches at a foe doesn’t return, it
will die.","2018-07-18 04:10:31","2018-07-18 04:10:31"
601,"Its red core functions as an energy tank. It fires the
charged energy through its spikes into an area.","2018-07-18 04:11:47","2018-07-18 04:11:47"
602,"One alone can emit only a trickle of electricity,
so a group of them gathers to unleash a powerful
electric shock.","2018-07-18 03:51:24","2018-07-18 03:51:24"
603,"These Pokémon have a big appetite. When they
spot their prey, they attack it and paralyze it
with electricity.","2018-07-18 03:15:30","2018-07-18 03:15:30"
604,"They crawl out of the ocean using their arms.
They will attack prey on shore and immediately drag
it into the ocean.","2018-07-18 03:51:35","2018-07-18 03:51:35"
605,"Rumors of its origin are linked to a UFO crash site
in the desert 50 years ago.","2018-07-18 02:58:22","2018-07-18 02:58:22"
606,"It uses psychic power to control an opponent’s
brain and tamper with its memories.","2018-07-18 03:15:59","2018-07-18 03:15:59"
607,"Litwick shines a light that absorbs the life energy of
people and Pokémon, which becomes the fuel that
it burns.","2018-07-18 04:10:21","2018-07-18 04:10:21"
608,"It arrives near the moment of death and steals spirit
from the body.","2018-07-18 02:58:20","2018-07-18 02:58:20"
609,"The spirits burned up in its ominous flame lose their
way and wander this world forever.","2018-07-18 03:14:17","2018-07-18 03:14:17"
610,"They mark their territory by leaving gashes in trees
with their tusks. If a tusk breaks, a new one grows
in quickly.","2018-07-18 03:14:27","2018-07-18 03:14:27"
611,"A broken tusk will not grow back, so it diligently
sharpens its tusks on river rocks after the end of
a battle.","2018-07-18 02:58:26","2018-07-18 02:58:26"
612,"Their sturdy tusks will stay sharp even if used to cut
steel beams. These Pokémon are covered in
hard armor.","2018-07-18 03:15:37","2018-07-18 03:15:37"
613,"Their snot is a barometer of health. When healthy,
their snot is sticky and the power of their ice
moves increases.","2018-07-18 03:15:35","2018-07-18 03:15:35"
614,"It freezes its breath to create fangs and claws of ice
to fight with. Cold northern areas are its habitat.","2018-07-18 03:51:37","2018-07-18 03:51:37"
615,"They are composed of ice crystals. They capture
prey with chains of ice, freezing the prey at
-148 degrees Fahrenheit.","2018-07-18 03:51:28","2018-07-18 03:51:28"
616,"It evolves when bathed in an electric-like energy
along with Karrablast. The reason is still unknown.","2018-07-18 03:27:26","2018-07-18 03:27:26"
617,"When its body dries out, it weakens. So, to prevent
dehydration, it wraps itself in many layers of
thin membrane.","2018-07-18 02:58:06","2018-07-18 02:58:06"
618,"It conceals itself in the mud of the seashore.
Then it waits. When prey touch it, it delivers a jolt
of electricity.","2018-07-18 03:50:01","2018-07-18 03:50:01"
619,"In fights, they dominate with onslaughts of flowing,
continuous attacks. With their sharp claws, they
cut enemies.","2018-07-18 02:58:24","2018-07-18 02:58:24"
620,"Using the long fur on its arms like whips, it
launches into combo attacks that, once started,
no one can stop.","2018-07-18 04:10:29","2018-07-18 04:10:29"
621,"It warms its body by absorbing sunlight with its
wings. When its body temperature falls, it can no
longer move.","2018-07-18 03:51:34","2018-07-18 03:51:34"
622,"Ancient science fashioned this Pokémon from clay.
It’s been active for thousands of years.","2018-07-18 03:16:00","2018-07-18 03:16:00"
623,"It flies across the sky at Mach speeds. Removing
the seal on its chest makes its internal energy go
out of control.","2018-07-18 04:11:49","2018-07-18 04:11:49"
624,"Ignoring their injuries, groups attack by sinking
the blades that cover their bodies into their prey.","2018-07-18 03:27:17","2018-07-18 03:27:17"
625,"Bisharp pursues prey in the company of a large
group of Pawniard. Then Bisharp finishes off
the prey.","2018-07-18 04:10:30","2018-07-18 04:10:30"
626,"Their fluffy fur absorbs damage, even if they strike
foes with a fierce headbutt.","2018-07-18 04:11:48","2018-07-18 04:11:48"
627,"With its sharp claws, this Pokémon pierces its
prey, and then it pecks at them. Although it also
consumes berries, it’s a carnivore at heart.","2018-07-18 03:28:23","2018-07-18 03:28:23"
628,"It’s thought that people disturbed their habitats
in the past, so Braviary banded together to
fight back.","2018-07-18 04:10:15","2018-07-18 04:10:15"
629,"It can’t fly yet and must wait until its wings have
developed more. Since it’s still at a playful age,
it hops around friskily.","2018-07-18 02:58:29","2018-07-18 02:58:29"
630,"It circles in the sky, keeping a keen eye out for
Pokémon in a weakened state. Its choicest food
is Cubone.","2018-07-18 04:10:20","2018-07-18 04:10:20"
631,"It draws in air through its tail, transforms it into fire,
and uses it like a tongue. It melts Durant and
eats them.","2018-07-18 04:11:57","2018-07-18 04:11:57"
632,"They attack in groups, covering themselves in steel
armor to protect themselves from Heatmor.","2018-07-18 02:58:27","2018-07-18 02:58:27"
633,"Lacking sight, it’s unaware of its surroundings,
so it bumps into things and eats anything
that moves.","2018-07-18 04:11:46","2018-07-18 04:11:46"
634,"After it has eaten up all the food in its territory,
it moves to another area. Its two heads do not
get along.","2018-07-18 04:11:57","2018-07-18 04:11:57"
635,"It responds to movement by attacking. This scary,
three-headed Pokémon devours everything in
its path!","2018-07-18 03:16:24","2018-07-18 03:16:24"
636,"The base of volcanoes is where they make their
homes. They shoot fire from their five horns to repel
attacking enemies.","2018-07-18 02:58:25","2018-07-18 02:58:25"
637,"When volcanic ash darkened the atmosphere, it is
said that Volcarona’s fire provided a replacement
for the sun.","2018-07-18 04:11:35","2018-07-18 04:11:35"
638,"It has a body and heart of steel. It worked with its
allies to punish people when they hurt Pokémon.","2018-07-18 02:58:29","2018-07-18 02:58:29"
639,"Spoken of in legend, this Pokémon used its
phenomenal power to destroy a castle in its effort
to protect Pokémon.","2018-07-18 03:02:10","2018-07-18 03:02:10"
640,"Legends say this Pokémon confounded opponents
with its swift movements.","2018-07-18 04:11:49","2018-07-18 04:11:49"
641,"Tornadus expels massive energy from its tail,
causing severe storms. Its power is great enough
to blow houses away.","2018-07-18 04:11:56","2018-07-18 04:11:56"
642,"As it flies around, it shoots lightning all over
the place and causes forest fires. It is
therefore disliked.","2018-07-18 03:49:39","2018-07-18 03:49:39"
643,"When Reshiram’s tail flares, the heat energy moves
the atmosphere and changes the world’s weather.","2018-07-18 02:58:08","2018-07-18 02:58:08"
644,"Concealing itself in lightning clouds, it flies
throughout the Unova region. It creates electricity
in its tail.","2018-07-18 03:02:24","2018-07-18 03:02:24"
645,"From the forces of lightning and wind, it creates
energy to give nutrients to the soil and make the
land abundant.","2018-07-18 03:50:50","2018-07-18 03:50:50"
646,"It generates a powerful, freezing energy inside
itself, but its body became frozen when the energy
leaked out.","2018-07-18 04:11:59","2018-07-18 04:11:59"
647,"When it is resolute, its body fills with power and it
becomes swifter. Its jumps are then too fast
to follow.","2018-07-18 03:01:59","2018-07-18 03:01:59"
648,"Its melodies are sung with a special vocalization
method that can control the feelings of those who
hear it.","2018-07-18 03:27:41","2018-07-18 03:27:41"
649,"This Pokémon existed 300 million years ago. Team
Plasma altered it and attached a cannon to its back.","2018-07-18 03:50:07","2018-07-18 03:50:07"
650,"Such a thick shell of wood covers its head and back
that even a direct hit from a truck wouldn’t faze it.","2018-07-18 03:50:44","2018-07-18 03:50:44"
651,"They strengthen their lower bodies by
running into one another. They are very
kind and won’t start fights.","2018-07-18 03:27:54","2018-07-18 03:27:54"
652,"When it takes a defensive posture with its fists
guarding its face, it could withstand a bomb blast.","2018-07-18 02:58:17","2018-07-18 02:58:17"
653,"As it walks, it munches on a twig in place
of a snack. It intimidates opponents
by puffing hot air out of its ears.","2018-07-18 03:51:07","2018-07-18 03:51:07"
654,"When the twig is plucked from its tail,
friction sets the twig alight. The flame
is used to send signals to its allies.","2018-07-18 03:27:35","2018-07-18 03:27:35"
655,"Using psychic power, it generates a
fiery vortex of 5,400 degrees Fahrenheit,
incinerating foes swept into this whirl of flame.","2018-07-18 04:13:16","2018-07-18 04:13:16"
656,"It protects its skin by covering its body in
delicate bubbles. Beneath its happy-go-lucky air,
it keeps a watchful eye on its surroundings.","2018-07-18 03:50:47","2018-07-18 03:50:47"
657,"Its swiftness is unparalleled.
It can scale a tower of more
than 2,000 feet in a minute’s time.","2018-07-18 03:50:28","2018-07-18 03:50:28"
658,"It appears and vanishes with a ninja’s grace.
It toys with its enemies using swift movements, while
slicing them with throwing stars of sharpest water.","2018-07-18 04:11:52","2018-07-18 04:11:52"
659,"It has ears like shovels. Digging holes
strengthens its ears so much that they
can sever thick roots effortlessly.","2018-07-18 03:51:13","2018-07-18 03:51:13"
660,"As powerful as an excavator, its ears
can reduce dense bedrock to rubble.
When it’s finished digging, it lounges lazily.","2018-07-18 03:14:39","2018-07-18 03:14:39"
661,"When it’s excited, its temperature can double,
spiking hormone production in its body.","2018-07-18 03:27:37","2018-07-18 03:27:37"
662,"It will not tolerate other Fletchinder entering its
territory, which has a radius of several miles.","2018-07-18 03:51:32","2018-07-18 03:51:32"
663,"It zooms directly at its prey at flight speeds of
close to 310 mph, while fiery embers scatter
from gaps in its feathers.","2018-07-18 03:27:57","2018-07-18 03:27:57"
664,"The powder that covers its body
regulates its temperature, so it
can live in any region or climate.","2018-07-18 03:15:46","2018-07-18 03:15:46"
665,"The beaks of bird Pokémon can’t begin
to scratch its stalwart body.
To defend itself, it spews powder.","2018-07-18 03:03:17","2018-07-18 03:03:17"
666,"The patterns on this Pokémon’s wings
depend on the climate and topography
of its habitat. It scatters colorful scales.","2018-07-18 03:27:05","2018-07-18 03:27:05"
667,"They set off on their own from their pride
and live by themselves to become stronger.
These hot-blooded Pokémon are quick to fight.","2018-07-18 03:15:58","2018-07-18 03:15:58"
668,"With fiery breath of more than 10,000 degrees
Fahrenheit, they viciously threaten any challenger.
The females protect the pride’s cubs.","2018-07-18 03:15:50","2018-07-18 03:15:50"
669,"When it finds a flower it likes, it dwells on
that flower its whole life long. It floats in the
wind’s embrace with an untroubled heart.","2018-07-18 03:50:14","2018-07-18 03:50:14"
670,"When the flowers of a well-tended flower bed bloom,
it appears and celebrates with an elegant dance.","2018-07-18 03:26:43","2018-07-18 03:26:43"
671,"In times long past, governors of castles
would invite Florges to create flower gardens
to embellish the castle domains.","2018-07-18 03:49:50","2018-07-18 03:49:50"
672,"If it has sunshine and water, it doesn’t
need to eat, because it can generate
energy from the leaves on its back.","2018-07-18 02:58:04","2018-07-18 02:58:04"
673,"They inhabit mountainous regions.
The leader of the herd is decided by
a battle of clashing horns.","2018-07-18 03:02:48","2018-07-18 03:02:48"
674,"There’s no point to the leaf in its mouth, aside
from an effort to look cool. It’s mischievous,
so it’s not well suited to inexperienced Trainers.","2018-07-18 03:28:21","2018-07-18 03:28:21"
675,"From the slight twitches of its bamboo leaf, it
deduces its opponent’s movements. It’s eager to
tussle but kindhearted toward its companions.","2018-07-18 03:15:44","2018-07-18 03:15:44"
676,"Historically, in the Kalos region, these Pokémon
were the designated guardians of the king.","2018-07-18 03:14:18","2018-07-18 03:14:18"
677,"It has enough psychic energy to blast
everything within 300 feet of itself,
but it has no control over its power.","2018-07-18 03:49:57","2018-07-18 03:49:57"
678,"The eyeball patterns on the interior of its ears
emit psychic energy. It keeps the patterns tightly
covered because that power is too immense.","2018-07-18 03:27:31","2018-07-18 03:27:31"
679,"If anyone dares to grab its hilt, it wraps
a blue cloth around that person’s arm and
drains that person’s life energy completely.","2018-07-18 03:14:19","2018-07-18 03:14:19"
680,"The complex attack patterns of its two swords
are unstoppable, even for an opponent
greatly accomplished at swordplay.","2018-07-18 03:49:49","2018-07-18 03:49:49"
681,"Apparently, it can detect the innate qualities
of leadership. According to legend, whoever it
recognizes is destined to become king.","2018-07-18 02:58:00","2018-07-18 02:58:00"
682,"In the past, rather than using perfume,
royal ladies carried a Spritzee
that would waft a fragrance they liked.","2018-07-18 03:14:09","2018-07-18 03:14:09"
683,"Its scent is so overpowering that, unless a Trainer
happens to really enjoy the smell, he or she will
have a hard time walking alongside it.","2018-07-18 04:11:51","2018-07-18 04:11:51"
684,"Because it eats nothing but sweets,
its fur is as sticky sweet as cotton candy.","2018-07-18 03:49:42","2018-07-18 03:49:42"
685,"Its sense of smell is 100 million times better than
a human’s, so even the faintest scent tells it about
everything in the area. It’s like it can see with its nose!","2018-07-18 03:13:54","2018-07-18 03:13:54"
686,"It flashes the light-emitting spots on its body,
which drains its opponent’s will to fight.
It takes the opportunity to scuttle away and hide.","2018-07-18 03:02:44","2018-07-18 03:02:44"
687,"It lures its prey close with hypnotic motions,
then wraps its tentacles around it before
finishing it off with digestive fluids.","2018-07-18 03:27:53","2018-07-18 03:27:53"
688,"They stretch and then contract, yanking their
rocks along with them in bold hops. They eat
seaweed that washes up on the shoreline.","2018-07-18 03:16:21","2018-07-18 03:16:21"
689,"Barbaracle’s legs and hands have minds
of their own, and they will move independently.
But they usually follow the head’s orders.","2018-07-18 03:27:04","2018-07-18 03:27:04"
690,"It looks just like rotten kelp. It hides from foes
while storing up power for its evolution.","2018-07-18 03:49:43","2018-07-18 03:49:43"
691,"Tales are told of ships that wander into
seas where Dragalge live, never to return.","2018-07-18 03:50:27","2018-07-18 03:50:27"
692,"Through controlled explosions of internal gas,
it can expel water like a pistol shot.
At close distances, it can shatter rock.","2018-07-18 03:15:39","2018-07-18 03:15:39"
693,"By expelling water from the nozzle in the back
of its claw, it can move at a speed of 60 knots.","2018-07-18 03:15:56","2018-07-18 03:15:56"
694,"The frills on either side of its head have cells
that generate electricity when exposed to sunlight.","2018-07-18 03:27:11","2018-07-18 03:27:11"
695,"It stimulates its muscles with electricity,
boosting the strength in its legs and enabling
it to run 100 yards in five seconds.","2018-07-18 03:16:19","2018-07-18 03:16:19"
696,"Its immense jaws have enough destructive
force that it can chew up an automobile.
It lived 100 million years ago.","2018-07-18 04:10:25","2018-07-18 04:10:25"
697,"Nothing could stop this Pokémon
100 million years ago,
so it behaved like a king.","2018-07-18 03:26:42","2018-07-18 03:26:42"
698,"This calm Pokémon lived in a cold land where
there were no violent predators like Tyrantrum.","2018-07-18 03:15:18","2018-07-18 03:15:18"
699,"Using its diamond-shaped crystals,
it can instantly create a wall of
ice to block an opponent’s attack.","2018-07-18 03:27:17","2018-07-18 03:27:17"
700,"When this Pokémon sights its prey, it swirls its
ribbonlike feelers as a distraction. A moment
later, it pounces.","2018-07-18 03:49:22","2018-07-18 03:49:22"
701,"With its wings, it controls its position in the air.
It likes to attack from above, a maneuver that
is difficult to defend against.","2018-07-18 04:11:53","2018-07-18 04:11:53"
702,"It uses its tail to absorb electricity from
power plants or from outlets in houses,
and then it fires the electricity from its whiskers.","2018-07-18 03:50:50","2018-07-18 03:50:50"
703,"Although this Pokémon is not especially rare,
its glittering, jewel-draped body draws
attention from people.","2018-07-18 03:02:50","2018-07-18 03:02:50"
704,"Its source of protection is its slimy, germ-laden
mucous membrane. Anyone who touches it
needs some thorough hand-washing.","2018-07-18 03:16:23","2018-07-18 03:16:23"
705,"This Pokémon’s mucous can dissolve anything.
Toothless, it sprays mucous on its prey. Once
they’re nicely dissolved, it slurps them up.","2018-07-18 03:50:17","2018-07-18 03:50:17"
706,"It gets picked on because it’s meek. But then,
whoever teased it gets to feel the full force of
its horns and a good swatting from its thick tail.","2018-07-18 03:26:54","2018-07-18 03:26:54"
707,"It inserts its horn into chinks in metal, absorbing
metal ions. For some reason, it collects keys.","2018-07-18 03:13:55","2018-07-18 03:13:55"
708,"According to legend, medicine to cure any illness
can be made by plucking the green leaves on its
head, brewing them, and boiling down the liquid.","2018-07-18 04:11:51","2018-07-18 04:11:51"
709,"Through its roots, it exerts control over other
trees. A deadly curse falls upon anyone cutting
down trees in forests where Trevenant dwell.","2018-07-18 02:58:09","2018-07-18 02:58:09"
710,"It is said to carry wandering spirits
to the place where they belong
so they can move on.","2018-07-18 03:50:24","2018-07-18 03:50:24"
